"code","col_1","col_2","col_3","col_4","col_5","col_6","col_7","col_8","col_9","col_10","col_11","col_12","col_13","col_14","col_15","col_16"
5,721.38,729.09,1463.97,2856.58,2933.73,,,,,,,,,,,
5,719.45,731.02,777.31,1462.04,1467.83,2852.72,2929.87,,,,,,,,,
5,719.45,729.09,1463.97,2856.58,2929.87,,,,,,,,,,,
5,723.31,729.09,1462.04,2850.79,2926.01,,,,,,,,,,,
5,719.45,731.02,1463.97,2852.72,2931.8,,,,,,,,,,,
5,721.38,729.09,775.38,1467.83,2854.65,2927.94,,,,,,,,,,
5,719.45,729.09,1463.97,2931.8,,,,,,,,,,,,
5,721.38,731.02,773.46,893.04,906.54,1465.9,2856.58,,,,,,,,,
5,719.45,731.02,1463.97,2854.65,2931.8,,,,,,,,,,,
5,721.38,773.46,910.4,1377.17,1475.54,2856.58,,,,,,,,,,
5,723.31,729.09,773.46,885.33,906.54,1377.17,1467.83,2854.65,,,,,,,,
5,721.38,729.09,771.53,1379.1,1467.83,,,,,,,,,,,
5,721.38,731.02,1377.17,1467.83,2856.58,,,,,,,,,,,
5,723.31,771.53,1379.1,1467.83,,,,,,,,,,,,
5,721.38,729.09,771.53,1377.17,1467.83,,,,,,,,,,,
5,721.38,729.09,775.38,1377.17,,,,,,,,,,,,
5,721.38,731.02,908.47,933.55,1379.1,1463.97,2926.01,,,,,,,,,
5,721.38,729.09,1377.17,1463.97,2854.65,,,,,,,,,,,
5,721.38,729.09,1377.17,1463.97,2856.58,2931.8,,,,,,,,,,
5,721.38,1377.17,1462.04,1467.83,2852.72,2881.65,2931.8,,,,,,,,,
5,721.38,731.02,910.4,1379.1,1463.97,2854.65,,,,,,,,,,
5,721.38,729.09,771.53,910.4,1377.17,1463.97,2852.72,2927.94,,,,,,,,
5,721.38,729.09,1377.17,1463.97,2856.58,,,,,,,,,,,
5,721.38,1377.17,,,,,,,,,,,,,,
5,719.45,729.09,1379.1,1462.04,2854.65,2931.8,,,,,,,,,,
5,721.38,729.09,771.53,1377.17,1467.83,2856.58,2931.8,,,,,,,,,
5,719.45,771.53,885.33,906.54,914.26,1379.1,1467.83,1475.54,2854.65,2929.87,,,,,,
5,723.31,731.02,887.26,910.4,1377.17,1463.97,,,,,,,,,,
5,719.45,729.09,773.46,887.26,1377.17,1467.83,2856.58,,,,,,,,,
5,725.23,731.02,889.18,908.47,1379.1,1463.97,2854.65,,,,,,,,,
5,719.45,729.09,771.53,885.33,1379.1,1462.04,2922.16,2931.8,,,,,,,,
5,721.38,729.09,1377.17,1465.9,,,,,,,,,,,,
5,721.38,729.09,908.47,1463.97,2927.94,,,,,,,,,,,
5,723.31,775.38,887.26,1377.17,1463.97,2854.65,,,,,,,,,,
5,721.38,729.09,1377.17,1463.97,,,,,,,,,,,,
5,721.38,729.09,1379.1,1467.83,,,,,,,,,,,,
5,721.38,729.09,1379.1,1463.97,2856.58,,,,,,,,,,,
5,721.38,729.09,1467.83,2852.72,2926.01,,,,,,,,,,,
5,721.38,729.09,1463.97,2931.8,,,,,,,,,,,,
6,796.6,848.68,875.68,974.05,1346.31,1413.82,1450.47,1504.48,1581.63,2353.16,2912.51,2970.38,3049.46,3431.36,,
6,794.67,850.61,873.75,972.12,1415.75,1506.41,1579.7,1959.68,2345.44,2910.58,2968.45,3055.24,3431.36,,,
6,848.68,873.75,974.05,1346.31,1413.82,1506.41,1579.7,1957.75,2355.08,2910.58,2968.45,3055.24,3433.29,,,
6,709.8,790.81,848.68,869.9,1346.31,1413.82,1454.33,1504.48,1577.77,1961.61,2345.44,2910.58,2972.31,3053.32,3429.43,
6,711.73,974.05,1346.31,1386.82,1502.55,1577.77,1961.61,2351.23,2912.51,2968.45,3055.24,3433.29,,,,
6,711.73,794.67,852.54,873.75,974.05,1413.82,1452.4,1506.41,1579.7,2910.58,2970.38,3055.24,3433.29,,,
6,711.73,794.67,850.61,875.68,974.05,1413.82,1454.33,1504.48,1579.7,1959.68,2349.3,2908.65,2970.38,3055.24,3431.36,
6,711.73,850.61,975.98,1346.31,1413.82,1448.54,1504.48,1579.7,1959.68,2349.3,2910.58,2970.38,3053.32,3431.36,,
6,794.67,850.61,873.75,974.05,1346.31,1411.89,1456.26,1506.41,1579.7,2910.58,2968.45,3055.24,3431.36,,,
6,711.73,848.68,871.82,977.91,1346.31,1413.82,1448.54,1508.33,1579.7,1961.61,2910.58,3049.46,3429.43,,,
6,713.66,792.74,873.75,1049.28,1095.57,1128.36,1240.23,1346.31,1409.96,1448.54,1506.41,1579.7,1734.01,2347.37,2910.58,2966.52
6,707.88,873.75,1097.5,1346.31,1413.82,1454.33,1506.41,1573.91,1734.01,1957.75,2353.16,3049.46,,,,
6,717.52,968.27,1502.55,1573.91,1728.22,2351.23,3429.43,,,,,,,,,
6,794.67,848.68,873.75,972.12,1051.2,1344.38,1415.75,1448.54,1573.91,1957.75,2351.23,2910.58,2966.52,3049.46,3433.29,
6,715.59,794.67,873.75,972.12,1047.35,1413.82,1506.41,1573.91,1957.75,2349.3,3049.46,3429.43,,,,
6,1047.35,1344.38,1415.75,1506.41,2351.23,3055.24,3431.36,,,,,,,,,
6,707.88,873.75,1346.31,1411.89,1452.4,1961.61,2349.3,2908.65,2964.59,3431.36,,,,,,
6,794.67,850.61,875.68,975.98,1346.31,1413.82,1454.33,1506.41,1577.77,1959.68,2355.08,2910.58,2968.45,3431.36,,
6,711.73,850.61,1344.38,1415.75,1504.48,1573.91,3051.39,3431.36,,,,,,,,
6,709.8,796.6,850.61,873.75,977.91,1415.75,1458.18,1508.33,1577.77,1957.75,2355.08,2908.65,2970.38,3051.39,,
6,707.88,792.74,850.61,875.68,1045.42,1415.75,1504.48,1961.61,2912.51,2966.52,3051.39,,,,,
6,974.05,1346.31,1413.82,1413.82,1506.41,1575.84,3053.32,,,,,,,,,
6,707.88,1413.82,1508.33,1577.77,1961.61,2908.65,2966.52,3055.24,3435.22,,,,,,,
6,792.74,852.54,875.68,974.05,1238.3,1346.31,1413.82,1456.26,1506.41,1579.7,1957.75,2910.58,2966.52,3057.17,3433.29,
6,792.74,852.54,875.68,974.05,1413.82,1506.41,1577.77,1959.68,2353.16,2908.65,2968.45,3049.46,,,,
6,875.68,977.91,1346.31,1415.75,1506.41,1579.7,3431.36,,,,,,,,,
6,794.67,850.61,875.68,975.98,1346.31,1413.82,1456.26,1506.41,1577.77,2910.58,2968.45,3055.24,3429.43,,,
6,709.8,794.67,875.68,968.27,1415.75,1577.77,1965.46,2351.23,2910.58,2964.59,3055.24,3431.36,,,,
6,711.73,790.81,852.54,869.9,1415.75,1454.33,1506.41,2347.37,2912.51,2966.52,3049.46,3431.36,,,,
6,877.61,975.98,1093.64,1413.82,1452.4,1506.41,1573.91,1959.68,2349.3,2908.65,3057.17,3431.36,,,,
